contour_id	classification_name	assigned_structure	value	feature
S6 Apocrine Cells #2.1	S6 Apocrine Cells #2.1	Apocrine Cells		edge_contrast__rna__pecam1
S6 Apocrine Cells #3.1	S6 Apocrine Cells #3.1	Apocrine Cells		edge_contrast__rna__pecam1
S6 Apocrine Cells #4.1	S6 Apocrine Cells #4.1	Apocrine Cells	-0.4091528053887573	edge_contrast__rna__pecam1
S7 Luminal-like Amorphous DCIS Cells #1.1	S7 Luminal-like Amorphous DCIS Cells #1.1	Luminal-like Amorphous DCIS Cells	0.4097785285628157	edge_contrast__rna__pecam1
S7 Luminal-like Amorphous DCIS Cells #2.1	S7 Luminal-like Amorphous DCIS Cells #2.1	Luminal-like Amorphous DCIS Cells	0.1557196622786285	edge_contrast__rna__pecam1
S7 Luminal-like Amorphous DCIS Cells #3.1	S7 Luminal-like Amorphous DCIS Cells #3.1	Luminal-like Amorphous DCIS Cells		edge_contrast__rna__pecam1
S7 Luminal-like Amorphous DCIS Cells #4.1	S7 Luminal-like Amorphous DCIS Cells #4.1	Luminal-like Amorphous DCIS Cells		edge_contrast__rna__pecam1
S1 11q13 Invasive Tumor Cells #1.1	S1 11q13 Invasive Tumor Cells #1.1	11q13 Invasive Tumor Cells	0.0780372402797738	edge_contrast__rna__emcn
S1 11q13 Invasive Tumor Cells #2.1	S1 11q13 Invasive Tumor Cells #2.1	11q13 Invasive Tumor Cells		edge_contrast__rna__emcn
S1 11q13 Invasive Tumor Cells #3.1	S1 11q13 Invasive Tumor Cells #3.1	11q13 Invasive Tumor Cells		edge_contrast__rna__emcn
S1 11q13 Invasive Tumor Cells #4.1	S1 11q13 Invasive Tumor Cells #4.1	11q13 Invasive Tumor Cells	-0.0397017248618365	edge_contrast__rna__emcn
S2 Basal-like Structured DCIS Cells #1.1	S2 Basal-like Structured DCIS Cells #1.1	Basal-like Structured DCIS Cells	0.1072596756014676	edge_contrast__rna__emcn
S2 Basal-like Structured DCIS Cells #2.1	S2 Basal-like Structured DCIS Cells #2.1	Basal-like Structured DCIS Cells		edge_contrast__rna__emcn
S2 Basal-like Structured DCIS Cells #3.1	S2 Basal-like Structured DCIS Cells #3.1	Basal-like Structured DCIS Cells		edge_contrast__rna__emcn
S2 Basal-like Structured DCIS Cells #4.1	S2 Basal-like Structured DCIS Cells #4.1	Basal-like Structured DCIS Cells	0.2353542826539352	edge_contrast__rna__emcn
S3 Macrophages #1.1	S3 Macrophages #1.1	Macrophages		edge_contrast__rna__emcn
S3 Macrophages #2.1	S3 Macrophages #2.1	Macrophages		edge_contrast__rna__emcn
S3 Macrophages #3.1	S3 Macrophages #3.1	Macrophages	0.229064421998925	edge_contrast__rna__emcn
S3 Macrophages #4.1	S3 Macrophages #4.1	Macrophages		edge_contrast__rna__emcn
S4 Plasma Cells #1.1	S4 Plasma Cells #1.1	Plasma Cells	0.1984497855493979	edge_contrast__rna__emcn
S4 Plasma Cells #2.1	S4 Plasma Cells #2.1	Plasma Cells	0.2283643672023154	edge_contrast__rna__emcn
S4 Plasma Cells #3.1	S4 Plasma Cells #3.1	Plasma Cells		edge_contrast__rna__emcn
S4 Plasma Cells #4.1	S4 Plasma Cells #4.1	Plasma Cells	0.2127168306328455	edge_contrast__rna__emcn
S5 Endothelial Cells #1.1	S5 Endothelial Cells #1.1	Endothelial Cells		edge_contrast__rna__emcn
S5 Endothelial Cells #2.1	S5 Endothelial Cells #2.1	Endothelial Cells		edge_contrast__rna__emcn
S5 Endothelial Cells #3.1	S5 Endothelial Cells #3.1	Endothelial Cells		edge_contrast__rna__emcn
S5 Endothelial Cells #4.1	S5 Endothelial Cells #4.1	Endothelial Cells		edge_contrast__rna__emcn
S6 Apocrine Cells #1.1	S6 Apocrine Cells #1.1	Apocrine Cells		edge_contrast__rna__emcn
S6 Apocrine Cells #2.1	S6 Apocrine Cells #2.1	Apocrine Cells		edge_contrast__rna__emcn
S6 Apocrine Cells #3.1	S6 Apocrine Cells #3.1	Apocrine Cells		edge_contrast__rna__emcn
S6 Apocrine Cells #4.1	S6 Apocrine Cells #4.1	Apocrine Cells	-0.5873915102460823	edge_contrast__rna__emcn
S7 Luminal-like Amorphous DCIS Cells #1.1	S7 Luminal-like Amorphous DCIS Cells #1.1	Luminal-like Amorphous DCIS Cells	0.2980889159080111	edge_contrast__rna__emcn
S7 Luminal-like Amorphous DCIS Cells #2.1	S7 Luminal-like Amorphous DCIS Cells #2.1	Luminal-like Amorphous DCIS Cells	0.1870063913186551	edge_contrast__rna__emcn
S7 Luminal-like Amorphous DCIS Cells #3.1	S7 Luminal-like Amorphous DCIS Cells #3.1	Luminal-like Amorphous DCIS Cells		edge_contrast__rna__emcn
S7 Luminal-like Amorphous DCIS Cells #4.1	S7 Luminal-like Amorphous DCIS Cells #4.1	Luminal-like Amorphous DCIS Cells		edge_contrast__rna__emcn
S1 11q13 Invasive Tumor Cells #1.1	S1 11q13 Invasive Tumor Cells #1.1	11q13 Invasive Tumor Cells	0.1273978956641449	edge_contrast__rna__kdr
S1 11q13 Invasive Tumor Cells #2.1	S1 11q13 Invasive Tumor Cells #2.1	11q13 Invasive Tumor Cells		edge_contrast__rna__kdr
S1 11q13 Invasive Tumor Cells #3.1	S1 11q13 Invasive Tumor Cells #3.1	11q13 Invasive Tumor Cells		edge_contrast__rna__kdr
S1 11q13 Invasive Tumor Cells #4.1	S1 11q13 Invasive Tumor Cells #4.1	11q13 Invasive Tumor Cells	-0.005356534083885	edge_contrast__rna__kdr
S2 Basal-like Structured DCIS Cells #1.1	S2 Basal-like Structured DCIS Cells #1.1	Basal-like Structured DCIS Cells	0.112206291358117	edge_contrast__rna__kdr
S2 Basal-like Structured DCIS Cells #2.1	S2 Basal-like Structured DCIS Cells #2.1	Basal-like Structured DCIS Cells		edge_contrast__rna__kdr
S2 Basal-like Structured DCIS Cells #3.1	S2 Basal-like Structured DCIS Cells #3.1	Basal-like Structured DCIS Cells		edge_contrast__rna__kdr
S2 Basal-like Structured DCIS Cells #4.1	S2 Basal-like Structured DCIS Cells #4.1	Basal-like Structured DCIS Cells	0.2720449941665531	edge_contrast__rna__kdr
S3 Macrophages #1.1	S3 Macrophages #1.1	Macrophages		edge_contrast__rna__kdr
S3 Macrophages #2.1	S3 Macrophages #2.1	Macrophages		edge_contrast__rna__kdr
S3 Macrophages #3.1	S3 Macrophages #3.1	Macrophages	0.1202054313490939	edge_contrast__rna__kdr
S3 Macrophages #4.1	S3 Macrophages #4.1	Macrophages		edge_contrast__rna__kdr
S4 Plasma Cells #1.1	S4 Plasma Cells #1.1	Plasma Cells	0.4475273128209102	edge_contrast__rna__kdr
S4 Plasma Cells #2.1	S4 Plasma Cells #2.1	Plasma Cells	0.7233873071937582	edge_contrast__rna__kdr
S4 Plasma Cells #3.1	S4 Plasma Cells #3.1	Plasma Cells		edge_contrast__rna__kdr
S4 Plasma Cells #4.1	S4 Plasma Cells #4.1	Plasma Cells	-0.0938573176442186	edge_contrast__rna__kdr
S5 Endothelial Cells #1.1	S5 Endothelial Cells #1.1	Endothelial Cells		edge_contrast__rna__kdr
S5 Endothelial Cells #2.1	S5 Endothelial Cells #2.1	Endothelial Cells		edge_contrast__rna__kdr
S5 Endothelial Cells #3.1	S5 Endothelial Cells #3.1	Endothelial Cells		edge_contrast__rna__kdr
S5 Endothelial Cells #4.1	S5 Endothelial Cells #4.1	Endothelial Cells		edge_contrast__rna__kdr
S6 Apocrine Cells #1.1	S6 Apocrine Cells #1.1	Apocrine Cells		edge_contrast__rna__kdr
S6 Apocrine Cells #2.1	S6 Apocrine Cells #2.1	Apocrine Cells		edge_contrast__rna__kdr
S6 Apocrine Cells #3.1	S6 Apocrine Cells #3.1	Apocrine Cells		edge_contrast__rna__kdr
S6 Apocrine Cells #4.1	S6 Apocrine Cells #4.1	Apocrine Cells	-0.533304618150171	edge_contrast__rna__kdr
S7 Luminal-like Amorphous DCIS Cells #1.1	S7 Luminal-like Amorphous DCIS Cells #1.1	Luminal-like Amorphous DCIS Cells	0.2369890642369559	edge_contrast__rna__kdr
S7 Luminal-like Amorphous DCIS Cells #2.1	S7 Luminal-like Amorphous DCIS Cells #2.1	Luminal-like Amorphous DCIS Cells	0.186163694262481	edge_contrast__rna__kdr
S7 Luminal-like Amorphous DCIS Cells #3.1	S7 Luminal-like Amorphous DCIS Cells #3.1	Luminal-like Amorphous DCIS Cells		edge_contrast__rna__kdr
S7 Luminal-like Amorphous DCIS Cells #4.1	S7 Luminal-like Amorphous DCIS Cells #4.1	Luminal-like Amorphous DCIS Cells		edge_contrast__rna__kdr
S1 11q13 Invasive Tumor Cells #1.1	S1 11q13 Invasive Tumor Cells #1.1	11q13 Invasive Tumor Cells	0.0258943781038964	edge_contrast__pathway__vascular_stromal
S1 11q13 Invasive Tumor Cells #2.1	S1 11q13 Invasive Tumor Cells #2.1	11q13 Invasive Tumor Cells		edge_contrast__pathway__vascular_stromal
S1 11q13 Invasive Tumor Cells #3.1	S1 11q13 Invasive Tumor Cells #3.1	11q13 Invasive Tumor Cells		edge_contrast__pathway__vascular_stromal
S1 11q13 Invasive Tumor Cells #4.1	S1 11q13 Invasive Tumor Cells #4.1	11q13 Invasive Tumor Cells	0.0465692897072438	edge_contrast__pathway__vascular_stromal
S2 Basal-like Structured DCIS Cells #1.1	S2 Basal-like Structured DCIS Cells #1.1	Basal-like Structured DCIS Cells	0.0135670623709632	edge_contrast__pathway__vascular_stromal
S2 Basal-like Structured DCIS Cells #2.1	S2 Basal-like Structured DCIS Cells #2.1	Basal-like Structured DCIS Cells		edge_contrast__pathway__vascular_stromal
S2 Basal-like Structured DCIS Cells #3.1	S2 Basal-like Structured DCIS Cells #3.1	Basal-like Structured DCIS Cells		edge_contrast__pathway__vascular_stromal
S2 Basal-like Structured DCIS Cells #4.1	S2 Basal-like Structured DCIS Cells #4.1	Basal-like Structured DCIS Cells	0.0815412458713064	edge_contrast__pathway__vascular_stromal
S3 Macrophages #1.1	S3 Macrophages #1.1	Macrophages		edge_contrast__pathway__vascular_stromal
S3 Macrophages #2.1	S3 Macrophages #2.1	Macrophages		edge_contrast__pathway__vascular_stromal
S3 Macrophages #3.1	S3 Macrophages #3.1	Macrophages	0.0074752164167261	edge_contrast__pathway__vascular_stromal
S3 Macrophages #4.1	S3 Macrophages #4.1	Macrophages		edge_contrast__pathway__vascular_stromal
S4 Plasma Cells #1.1	S4 Plasma Cells #1.1	Plasma Cells	0.1124436609356443	edge_contrast__pathway__vascular_stromal
S4 Plasma Cells #2.1	S4 Plasma Cells #2.1	Plasma Cells	0.0134421654022865	edge_contrast__pathway__vascular_stromal
S4 Plasma Cells #3.1	S4 Plasma Cells #3.1	Plasma Cells		edge_contrast__pathway__vascular_stromal
S4 Plasma Cells #4.1	S4 Plasma Cells #4.1	Plasma Cells	0.0348423655832229	edge_contrast__pathway__vascular_stromal
S5 Endothelial Cells #1.1	S5 Endothelial Cells #1.1	Endothelial Cells		edge_contrast__pathway__vascular_stromal
S5 Endothelial Cells #2.1	S5 Endothelial Cells #2.1	Endothelial Cells		edge_contrast__pathway__vascular_stromal
S5 Endothelial Cells #3.1	S5 Endothelial Cells #3.1	Endothelial Cells		edge_contrast__pathway__vascular_stromal
S5 Endothelial Cells #4.1	S5 Endothelial Cells #4.1	Endothelial Cells		edge_contrast__pathway__vascular_stromal
S6 Apocrine Cells #1.1	S6 Apocrine Cells #1.1	Apocrine Cells		edge_contrast__pathway__vascular_stromal
S6 Apocrine Cells #2.1	S6 Apocrine Cells #2.1	Apocrine Cells		edge_contrast__pathway__vascular_stromal
S6 Apocrine Cells #3.1	S6 Apocrine Cells #3.1	Apocrine Cells		edge_contrast__pathway__vascular_stromal
S6 Apocrine Cells #4.1	S6 Apocrine Cells #4.1	Apocrine Cells	-0.1246836870274287	edge_contrast__pathway__vascular_stromal
S7 Luminal-like Amorphous DCIS Cells #1.1	S7 Luminal-like Amorphous DCIS Cells #1.1	Luminal-like Amorphous DCIS Cells	0.0638330937720745	edge_contrast__pathway__vascular_stromal
S7 Luminal-like Amorphous DCIS Cells #2.1	S7 Luminal-like Amorphous DCIS Cells #2.1	Luminal-like Amorphous DCIS Cells	0.1336554527783839	edge_contrast__pathway__vascular_stromal
S7 Luminal-like Amorphous DCIS Cells #3.1	S7 Luminal-like Amorphous DCIS Cells #3.1	Luminal-like Amorphous DCIS Cells		edge_contrast__pathway__vascular_stromal
S7 Luminal-like Amorphous DCIS Cells #4.1	S7 Luminal-like Amorphous DCIS Cells #4.1	Luminal-like Amorphous DCIS Cells		edge_contrast__pathway__vascular_stromal
S1 11q13 Invasive Tumor Cells #1.1	S1 11q13 Invasive Tumor Cells #1.1	11q13 Invasive Tumor Cells	0.2385779751029094	lr__vegfa_kdr__cross_zone
S1 11q13 Invasive Tumor Cells #2.1	S1 11q13 Invasive Tumor Cells #2.1	11q13 Invasive Tumor Cells	0.0	lr__vegfa_kdr__cross_zone
S1 11q13 Invasive Tumor Cells #3.1	S1 11q13 Invasive Tumor Cells #3.1	11q13 Invasive Tumor Cells	0.0	lr__vegfa_kdr__cross_zone
S1 11q13 Invasive Tumor Cells #4.1	S1 11q13 Invasive Tumor Cells #4.1	11q13 Invasive Tumor Cells	0.1241815093888909	lr__vegfa_kdr__cross_zone
S2 Basal-like Structured DCIS Cells #1.1	S2 Basal-like Structured DCIS Cells #1.1	Basal-like Structured DCIS Cells	0.2604028680967408	lr__vegfa_kdr__cross_zone
S2 Basal-like Structured DCIS Cells #2.1	S2 Basal-like Structured DCIS Cells #2.1	Basal-like Structured DCIS Cells	0.0	lr__vegfa_kdr__cross_zone
S2 Basal-like Structured DCIS Cells #3.1	S2 Basal-like Structured DCIS Cells #3.1	Basal-like Structured DCIS Cells	0.0	lr__vegfa_kdr__cross_zone
S2 Basal-like Structured DCIS Cells #4.1	S2 Basal-like Structured DCIS Cells #4.1	Basal-like Structured DCIS Cells	0.1685370600271817	lr__vegfa_kdr__cross_zone
S3 Macrophages #1.1	S3 Macrophages #1.1	Macrophages	0.0	lr__vegfa_kdr__cross_zone
S3 Macrophages #2.1	S3 Macrophages #2.1	Macrophages	0.0	lr__vegfa_kdr__cross_zone
S3 Macrophages #3.1	S3 Macrophages #3.1	Macrophages	0.2083858768917343	lr__vegfa_kdr__cross_zone
S3 Macrophages #4.1	S3 Macrophages #4.1	Macrophages	0.0	lr__vegfa_kdr__cross_zone
S4 Plasma Cells #1.1	S4 Plasma Cells #1.1	Plasma Cells	0.0	lr__vegfa_kdr__cross_zone
S4 Plasma Cells #2.1	S4 Plasma Cells #2.1	Plasma Cells	0.0	lr__vegfa_kdr__cross_zone
S4 Plasma Cells #3.1	S4 Plasma Cells #3.1	Plasma Cells	0.0	lr__vegfa_kdr__cross_zone
S4 Plasma Cells #4.1	S4 Plasma Cells #4.1	Plasma Cells	0.0	lr__vegfa_kdr__cross_zone
S5 Endothelial Cells #1.1	S5 Endothelial Cells #1.1	Endothelial Cells	0.0	lr__vegfa_kdr__cross_zone
S5 Endothelial Cells #2.1	S5 Endothelial Cells #2.1	Endothelial Cells	0.0	lr__vegfa_kdr__cross_zone
S5 Endothelial Cells #3.1	S5 Endothelial Cells #3.1	Endothelial Cells	0.0	lr__vegfa_kdr__cross_zone
S5 Endothelial Cells #4.1	S5 Endothelial Cells #4.1	Endothelial Cells	0.0	lr__vegfa_kdr__cross_zone
S6 Apocrine Cells #1.1	S6 Apocrine Cells #1.1	Apocrine Cells	0.0	lr__vegfa_kdr__cross_zone
S6 Apocrine Cells #2.1	S6 Apocrine Cells #2.1	Apocrine Cells	0.0	lr__vegfa_kdr__cross_zone
S6 Apocrine Cells #3.1	S6 Apocrine Cells #3.1	Apocrine Cells	0.0	lr__vegfa_kdr__cross_zone
S6 Apocrine Cells #4.1	S6 Apocrine Cells #4.1	Apocrine Cells	0.3315217986903787	lr__vegfa_kdr__cross_zone
S7 Luminal-like Amorphous DCIS Cells #1.1	S7 Luminal-like Amorphous DCIS Cells #1.1	Luminal-like Amorphous DCIS Cells	0.2720295612377846	lr__vegfa_kdr__cross_zone
S7 Luminal-like Amorphous DCIS Cells #2.1	S7 Luminal-like Amorphous DCIS Cells #2.1	Luminal-like Amorphous DCIS Cells	0.0	lr__vegfa_kdr__cross_zone
S7 Luminal-like Amorphous DCIS Cells #3.1	S7 Luminal-like Amorphous DCIS Cells #3.1	Luminal-like Amorphous DCIS Cells	0.0	lr__vegfa_kdr__cross_zone
S7 Luminal-like Amorphous DCIS Cells #4.1	S7 Luminal-like Amorphous DCIS Cells #4.1	Luminal-like Amorphous DCIS Cells	0.0	lr__vegfa_kdr__cross_zone
S1 11q13 Invasive Tumor Cells #1.1	S1 11q13 Invasive Tumor Cells #1.1	11q13 Invasive Tumor Cells	-0.0691727001092147	lr__vegfa_kdr__outer_minus_inner
S1 11q13 Invasive Tumor Cells #2.1	S1 11q13 Invasive Tumor Cells #2.1	11q13 Invasive Tumor Cells	0.0	lr__vegfa_kdr__outer_minus_inner
S1 11q13 Invasive Tumor Cells #3.1	S1 11q13 Invasive Tumor Cells #3.1	11q13 Invasive Tumor Cells	0.0	lr__vegfa_kdr__outer_minus_inner
S1 11q13 Invasive Tumor Cells #4.1	S1 11q13 Invasive Tumor Cells #4.1	11q13 Invasive Tumor Cells	-0.1119077683586124	lr__vegfa_kdr__outer_minus_inner
S2 Basal-like Structured DCIS Cells #1.1	S2 Basal-like Structured DCIS Cells #1.1	Basal-like Structured DCIS Cells	0.0283628008469855	lr__vegfa_kdr__outer_minus_inner
S2 Basal-like Structured DCIS Cells #2.1	S2 Basal-like Structured DCIS Cells #2.1	Basal-like Structured DCIS Cells	0.0	lr__vegfa_kdr__outer_minus_inner
S2 Basal-like Structured DCIS Cells #3.1	S2 Basal-like Structured DCIS Cells #3.1	Basal-like Structured DCIS Cells	0.0	lr__vegfa_kdr__outer_minus_inner
S2 Basal-like Structured DCIS Cells #4.1	S2 Basal-like Structured DCIS Cells #4.1	Basal-like Structured DCIS Cells	0.1835391796631965	lr__vegfa_kdr__outer_minus_inner
S3 Macrophages #1.1	S3 Macrophages #1.1	Macrophages	0.0	lr__vegfa_kdr__outer_minus_inner
S3 Macrophages #2.1	S3 Macrophages #2.1	Macrophages	2.1880331736972054	lr__vegfa_kdr__outer_minus_inner
S3 Macrophages #3.1	S3 Macrophages #3.1	Macrophages	0.3447905751097102	lr__vegfa_kdr__outer_minus_inner
S3 Macrophages #4.1	S3 Macrophages #4.1	Macrophages	0.0	lr__vegfa_kdr__outer_minus_inner
S4 Plasma Cells #1.1	S4 Plasma Cells #1.1	Plasma Cells	0.5507373288324215	lr__vegfa_kdr__outer_minus_inner
S4 Plasma Cells #2.1	S4 Plasma Cells #2.1	Plasma Cells	0.9016343065360316	lr__vegfa_kdr__outer_minus_inner
S4 Plasma Cells #3.1	S4 Plasma Cells #3.1	Plasma Cells	0.902328828711564	lr__vegfa_kdr__outer_minus_inner
S4 Plasma Cells #4.1	S4 Plasma Cells #4.1	Plasma Cells	-0.0938573176442186	lr__vegfa_kdr__outer_minus_inner
S5 Endothelial Cells #1.1	S5 Endothelial Cells #1.1	Endothelial Cells	0.0	lr__vegfa_kdr__outer_minus_inner
S5 Endothelial Cells #2.1	S5 Endothelial Cells #2.1	Endothelial Cells	0.0	lr__vegfa_kdr__outer_minus_inner
S5 Endothelial Cells #3.1	S5 Endothelial Cells #3.1	Endothelial Cells	0.0	lr__vegfa_kdr__outer_minus_inner
S5 Endothelial Cells #4.1	S5 Endothelial Cells #4.1	Endothelial Cells	1.082245528511163	lr__vegfa_kdr__outer_minus_inner
S6 Apocrine Cells #1.1	S6 Apocrine Cells #1.1	Apocrine Cells	0.2500373282706009	lr__vegfa_kdr__outer_minus_inner
S6 Apocrine Cells #2.1	S6 Apocrine Cells #2.1	Apocrine Cells	0.423765617792729	lr__vegfa_kdr__outer_minus_inner
S6 Apocrine Cells #3.1	S6 Apocrine Cells #3.1	Apocrine Cells	0.0	lr__vegfa_kdr__outer_minus_inner
S6 Apocrine Cells #4.1	S6 Apocrine Cells #4.1	Apocrine Cells	-1.7505813891524211	lr__vegfa_kdr__outer_minus_inner
S7 Luminal-like Amorphous DCIS Cells #1.1	S7 Luminal-like Amorphous DCIS Cells #1.1	Luminal-like Amorphous DCIS Cells	-0.0571588289538346	lr__vegfa_kdr__outer_minus_inner
S7 Luminal-like Amorphous DCIS Cells #2.1	S7 Luminal-like Amorphous DCIS Cells #2.1	Luminal-like Amorphous DCIS Cells	0.4870589880015346	lr__vegfa_kdr__outer_minus_inner
S7 Luminal-like Amorphous DCIS Cells #3.1	S7 Luminal-like Amorphous DCIS Cells #3.1	Luminal-like Amorphous DCIS Cells	0.0	lr__vegfa_kdr__outer_minus_inner
S7 Luminal-like Amorphous DCIS Cells #4.1	S7 Luminal-like Amorphous DCIS Cells #4.1	Luminal-like Amorphous DCIS Cells	0.0	lr__vegfa_kdr__outer_minus_inner
